album,artistPrimary,artists,id,songLength,title,year,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,genre
Safe + Sound,DJ Quik,DJ Quik,7sdPfA9e6rtF9JfAzllLA2,355440,Somethin' 4 tha Mood,1995,0.143,https://api.spotify.com/v1/audio-analysis/7sdPfA9e6rtF9JfAzllLA2,0.791,355440,0.581,9.44e-06,10,0.162,-10.116,0,0.162,99.003,4,https://api.spotify.com/v1/tracks/7sdPfA9e6rtF9JfAzllLA2,audio_features,spotify:track:7sdPfA9e6rtF9JfAzllLA2,0.764,G-Funk
Hits II,Spice 1,"Spice 1, Luniz, E-40, Mike Marshall, Shock G",5ZY9x3X2CujeJc59pJ9EUV,254560,I Got Five On It Remix,2001,0.234,https://api.spotify.com/v1/audio-analysis/5ZY9x3X2CujeJc59pJ9EUV,0.539,254560,0.584,0.0,10,0.198,-10.616,0,0.335,86.441,4,https://api.spotify.com/v1/tracks/5ZY9x3X2CujeJc59pJ9EUV,audio_features,spotify:track:5ZY9x3X2CujeJc59pJ9EUV,0.674,G-Funk
Savage Mode,21 Savage,"21 Savage, Metro Boomin, Future",6fwdbPMwP1zVStm8FybmkO,258880,X (feat. Future),2016,0.373,https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO,0.835,258880,0.413,0.00133,1,0.101,-9.81,1,0.396,149.004,4,https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO,audio_features,spotify:track:6fwdbPMwP1zVStm8FybmkO,0.111,Trap
Culture,Migos,"Migos, Gucci Mane",6p8NuHm8uCGnn2Dtbtf7zE,304041,Slippery (feat. Gucci Mane),2017,0.307,https://api.spotify.com/v1/audio-analysis/6p8NuHm8uCGnn2Dtbtf7zE,0.92,304041,0.674,0.0,1,0.104,-5.662,0,0.264,141.967,4,https://api.spotify.com/v1/tracks/6p8NuHm8uCGnn2Dtbtf7zE,audio_features,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,0.741,Trap
Luv Is Rage 2,Lil Uzi Vert,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,182706,XO TOUR Llif3,2017,0.00264,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,0.732,182707,0.75,0.0,11,0.109,-6.366,0,0.231,155.096,4,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,audio_features,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.401,Trap
Without Warning,Offset,"Offset, Metro Boomin",7sO5G9EABYOXQKNPNiE9NR,172800,Ric Flair Drip (& Metro Boomin),2017,0.149,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,0.88,172800,0.428,5.07e-05,9,0.114,-8.28,1,0.206,100.007,4,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR,audio_features,spotify:track:7sO5G9EABYOXQKNPNiE9NR,0.333,Trap
FUTURE,Future,Future,0VgkVdmE4gld66l8iyGjgx,204600,Mask Off,2017,0.0102,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,0.833,204600,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,audio_features,spotify:track:0VgkVdmE4gld66l8iyGjgx,0.281,Trap
DS2 (Deluxe),Future,Future,49zD0wr2S3d0lZPib0K4e1,237400,F*ck Up Some Commas,2015,0.0698,https://api.spotify.com/v1/audio-analysis/49zD0wr2S3d0lZPib0K4e1,0.874,237400,0.568,1.38e-05,11,0.149,-5.896,0,0.224,139.995,4,https://api.spotify.com/v1/tracks/49zD0wr2S3d0lZPib0K4e1,audio_features,spotify:track:49zD0wr2S3d0lZPib0K4e1,0.46,Trap
16 Zips,Young Dolph,"Young Dolph, Jadakiss",3CwskI6t9fDqsJ80uZwg6t,178311,Addicted,2015,0.103,https://api.spotify.com/v1/audio-analysis/3CwskI6t9fDqsJ80uZwg6t,0.719,178312,0.59,0.0,1,0.109,-5.946,1,0.189,135.097,4,https://api.spotify.com/v1/tracks/3CwskI6t9fDqsJ80uZwg6t,audio_features,spotify:track:3CwskI6t9fDqsJ80uZwg6t,0.191,Trap
Lil Boat 2,Lil Yachty,"Lil Yachty, Lil Pump, Offset",3ALgsy4RtDm58xl3VNoSgZ,185883,BABY DADDY,2018,0.00872,https://api.spotify.com/v1/audio-analysis/3ALgsy4RtDm58xl3VNoSgZ,0.972,185883,0.482,0.0,8,0.149,-6.128,1,0.0703,125.014,4,https://api.spotify.com/v1/tracks/3ALgsy4RtDm58xl3VNoSgZ,audio_features,spotify:track:3ALgsy4RtDm58xl3VNoSgZ,0.0767,Trap
Coalition DJs Presents: Certified (feat. Jacquees),T.I.,"T.I., Jacquees",0iXwuwqcP33aAUMIN0Uhns,239255,Certified (feat. Jacquees),2017,0.0257,https://api.spotify.com/v1/audio-analysis/0iXwuwqcP33aAUMIN0Uhns,0.898,239256,0.481,2.57e-06,8,0.113,-6.633,1,0.082,129.962,4,https://api.spotify.com/v1/tracks/0iXwuwqcP33aAUMIN0Uhns,audio_features,spotify:track:0iXwuwqcP33aAUMIN0Uhns,0.457,Trap
34,Rich Homie Quan,Rich Homie Quan,1SNzu8thOiwIeMOPjylCnp,168392,34,2018,0.0341,https://api.spotify.com/v1/audio-analysis/1SNzu8thOiwIeMOPjylCnp,0.835,168392,0.545,0.0,1,0.115,-6.975,1,0.183,140.021,4,https://api.spotify.com/v1/tracks/1SNzu8thOiwIeMOPjylCnp,audio_features,spotify:track:1SNzu8thOiwIeMOPjylCnp,0.382,Trap
I Still Am,Yo Gotti,Yo Gotti,1psC5iHzQxaTMZ5dWGfM6I,149241,Juice,2017,0.00171,https://api.spotify.com/v1/audio-analysis/1psC5iHzQxaTMZ5dWGfM6I,0.887,149242,0.568,1.11e-05,2,0.0812,-5.853,1,0.323,162.038,4,https://api.spotify.com/v1/tracks/1psC5iHzQxaTMZ5dWGfM6I,audio_features,spotify:track:1psC5iHzQxaTMZ5dWGfM6I,0.754,Trap
Ain't No Mixtape Bih 3,Plies,Plies,4GXM7RnKwrWwDuM8KCb1Gp,172904,Rock,2017,0.0952,https://api.spotify.com/v1/audio-analysis/4GXM7RnKwrWwDuM8KCb1Gp,0.953,172905,0.482,0.0,4,0.0913,-11.678,0,0.168,122.138,4,https://api.spotify.com/v1/tracks/4GXM7RnKwrWwDuM8KCb1Gp,audio_features,spotify:track:4GXM7RnKwrWwDuM8KCb1Gp,0.758,Trap
ATLiens,OutKast,OutKast,5aC5KtkmNBfX1iFX4EVfCO,238360,Decatur Psalm,1996,0.316,https://api.spotify.com/v1/audio-analysis/5aC5KtkmNBfX1iFX4EVfCO,0.742,238360,0.627,0.0,4,0.168,-8.921,0,0.326,81.04,4,https://api.spotify.com/v1/tracks/5aC5KtkmNBfX1iFX4EVfCO,audio_features,spotify:track:5aC5KtkmNBfX1iFX4EVfCO,0.586,Trap
Pretty Girls Like Trap Music,2 Chainz,"2 Chainz, Travis Scott",1nX9KhK3Fff27SnrIor2Yb,255560,4 AM,2017,0.122,https://api.spotify.com/v1/audio-analysis/1nX9KhK3Fff27SnrIor2Yb,0.796,255560,0.513,0.0,6,0.15,-7.14,0,0.452,75.018,4,https://api.spotify.com/v1/tracks/1nX9KhK3Fff27SnrIor2Yb,audio_features,spotify:track:1nX9KhK3Fff27SnrIor2Yb,0.235,Trap
123 (with Murda Beatz),Smokepurpp,"Smokepurpp, Murda Beatz",2xCzUIQwX5Y3wEFJnHoc3J,170000,123,2018,0.196,https://api.spotify.com/v1/audio-analysis/2xCzUIQwX5Y3wEFJnHoc3J,0.88,170000,0.61,0.0,9,0.105,-5.257,1,0.402,135.993,4,https://api.spotify.com/v1/tracks/2xCzUIQwX5Y3wEFJnHoc3J,audio_features,spotify:track:2xCzUIQwX5Y3wEFJnHoc3J,0.383,Trap
Plug Walk,Rich The Kid,Rich The Kid,0gD6lWJhbXHWNVwQziSVvl,175510,Plug Walk,2018,0.224,https://api.spotify.com/v1/audio-analysis/0gD6lWJhbXHWNVwQziSVvl,0.882,175511,0.503,0.0,11,0.108,-6.618,1,0.179,95.011,4,https://api.spotify.com/v1/tracks/0gD6lWJhbXHWNVwQziSVvl,audio_features,spotify:track:0gD6lWJhbXHWNVwQziSVvl,0.176,Trap
Bounce Out With That,YBN Nahmir,YBN Nahmir,5lZsh9Qf7CbHI9Fcc7Zcsq,97201,Bounce Out With That,2018,0.037,https://api.spotify.com/v1/audio-analysis/5lZsh9Qf7CbHI9Fcc7Zcsq,0.865,97202,0.652,0.0,8,0.0925,-8.218,1,0.105,94.946,4,https://api.spotify.com/v1/tracks/5lZsh9Qf7CbHI9Fcc7Zcsq,audio_features,spotify:track:5lZsh9Qf7CbHI9Fcc7Zcsq,0.372,Trap
223,Blac Youngsta,Blac Youngsta,0FbSpY8RPxTRxi1Fpj9Dz9,160037,Booty,2018,0.000831,https://api.spotify.com/v1/audio-analysis/0FbSpY8RPxTRxi1Fpj9Dz9,0.938,160038,0.549,0.000243,1,0.082,-8.368,1,0.098,144.005,4,https://api.spotify.com/v1/tracks/0FbSpY8RPxTRxi1Fpj9Dz9,audio_features,spotify:track:0FbSpY8RPxTRxi1Fpj9Dz9,0.412,Trap
Life Of A Hot Boy 2 : Real Trapper,Bankroll Fresh,"Bankroll Fresh, Travis Porter, Street Money Boochie",252gJUec2oDsGBPcxZs4nX,198095,Walked In,2015,0.0361,https://api.spotify.com/v1/audio-analysis/252gJUec2oDsGBPcxZs4nX,0.969,198095,0.491,0.0,2,0.118,-9.859,1,0.233,126.048,4,https://api.spotify.com/v1/tracks/252gJUec2oDsGBPcxZs4nX,audio_features,spotify:track:252gJUec2oDsGBPcxZs4nX,0.768,Trap
Jugg King,Young Scooter,Young Scooter,16sEtZx6F2InPzybZIn96X,209580,Jugg King,2017,0.0939,https://api.spotify.com/v1/audio-analysis/16sEtZx6F2InPzybZIn96X,0.934,209580,0.671,0.0,7,0.0812,-5.458,0,0.151,129.951,4,https://api.spotify.com/v1/tracks/16sEtZx6F2InPzybZIn96X,audio_features,spotify:track:16sEtZx6F2InPzybZIn96X,0.804,Trap
SremmLife,Rae Sremmurd,Rae Sremmurd,4scpF6J5uMBvoh6sFB7EL1,200080,No Type,2015,0.013,https://api.spotify.com/v1/audio-analysis/4scpF6J5uMBvoh6sFB7EL1,0.888,200080,0.483,4.85e-06,6,0.0926,-7.797,1,0.154,125.008,4,https://api.spotify.com/v1/tracks/4scpF6J5uMBvoh6sFB7EL1,audio_features,spotify:track:4scpF6J5uMBvoh6sFB7EL1,0.226,Trap
"Huncho Jack, Jack Huncho",Huncho Jack,"Huncho Jack, Travis Scott, Quavo",5vuiHi3QYbwcm1OKJOYnrf,199227,Huncho Jack,2017,0.0079,https://api.spotify.com/v1/audio-analysis/5vuiHi3QYbwcm1OKJOYnrf,0.793,199227,0.568,0.0,5,0.185,-3.528,0,0.0497,136.931,4,https://api.spotify.com/v1/tracks/5vuiHi3QYbwcm1OKJOYnrf,audio_features,spotify:track:5vuiHi3QYbwcm1OKJOYnrf,0.0611,Trap
Painting Pictures,Kodak Black,Kodak Black,4Q3N4Ct4zCuIHuZ65E3BD4,268186,Tunnel Vision,2017,0.0576,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,0.497,268187,0.489,9.91e-05,11,0.122,-7.724,0,0.294,171.853,4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,audio_features,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,0.231,Trap
Ballin',Jeezy,"Jeezy, Lil Wayne",6GXVqMYoap1sYJI4rBeJQD,283093,Ballin',2011,0.0216,https://api.spotify.com/v1/audio-analysis/6GXVqMYoap1sYJI4rBeJQD,0.758,283093,0.727,0.0,1,0.0942,-6.121,0,0.188,142.98,4,https://api.spotify.com/v1/tracks/6GXVqMYoap1sYJI4rBeJQD,audio_features,spotify:track:6GXVqMYoap1sYJI4rBeJQD,0.559,Trap
Flockaveli,Waka Flocka Flame,"Waka Flocka Flame, Roscoe Dash, Wale",03tqyYWC9Um2ZqU0ZN849H,263773,No Hands (feat. Roscoe Dash and Wale),2010,0.00544,https://api.spotify.com/v1/audio-analysis/03tqyYWC9Um2ZqU0ZN849H,0.76,263773,0.595,0.0,1,0.241,-6.366,1,0.0391,131.497,4,https://api.spotify.com/v1/tracks/03tqyYWC9Um2ZqU0ZN849H,audio_features,spotify:track:03tqyYWC9Um2ZqU0ZN849H,0.361,Trap
Mr. Davis,Gucci Mane,"Gucci Mane, Migos",1XRgIKC5TPwo7nWGyKqgG0,233087,I Get The Bag (feat. Migos),2017,0.0232,https://api.spotify.com/v1/audio-analysis/1XRgIKC5TPwo7nWGyKqgG0,0.89,233087,0.633,0.000343,11,0.0993,-5.475,1,0.168,139.948,4,https://api.spotify.com/v1/tracks/1XRgIKC5TPwo7nWGyKqgG0,audio_features,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,0.425,Trap
The Return of East Atlanta Santa,Gucci Mane,"Gucci Mane, Drake",5tFep7dXGd7vEJ668wTPux,190311,Both (feat. Drake),2016,0.119,https://api.spotify.com/v1/audio-analysis/5tFep7dXGd7vEJ668wTPux,0.85,190312,0.405,0.000118,7,0.0707,-7.509,0,0.225,139.976,4,https://api.spotify.com/v1/tracks/5tFep7dXGd7vEJ668wTPux,audio_features,spotify:track:5tFep7dXGd7vEJ668wTPux,0.344,Trap
The State vs. Radric Davis (Deluxe),Gucci Mane,"Gucci Mane, Bun B, Devin The Dude, E-40",3Qll7186UkVC0C6l5vTQE6,317920,"Kush Is My Cologne - feat. Bun B, Devin The Dude, E-40",2009,0.138,https://api.spotify.com/v1/audio-analysis/3Qll7186UkVC0C6l5vTQE6,0.772,317920,0.753,0.0,6,0.218,-5.476,0,0.213,139.143,4,https://api.spotify.com/v1/tracks/3Qll7186UkVC0C6l5vTQE6,audio_features,spotify:track:3Qll7186UkVC0C6l5vTQE6,0.442,Trap
Trials & Tribulations,Ace Hood,"Ace Hood, Future, Rick Ross",0uFvvXbmGIXlf5ZgtHyYpf,269266,Bugatti,2013,0.0168,https://api.spotify.com/v1/audio-analysis/0uFvvXbmGIXlf5ZgtHyYpf,0.607,269267,0.589,0.0,1,0.0855,-4.929,1,0.0542,130.431,4,https://api.spotify.com/v1/tracks/0uFvvXbmGIXlf5ZgtHyYpf,audio_features,spotify:track:0uFvvXbmGIXlf5ZgtHyYpf,0.069,Trap
6 Rings 2 (No Dj),OJ Da Juiceman,OJ Da Juiceman,5O05ZafSo9kLXOSaoTYi0o,167471,No Hook,2013,0.00013,https://api.spotify.com/v1/audio-analysis/5O05ZafSo9kLXOSaoTYi0o,0.805,167471,0.385,0.0,1,0.28,-7.723,1,0.1,128.998,4,https://api.spotify.com/v1/tracks/5O05ZafSo9kLXOSaoTYi0o,audio_features,spotify:track:5O05ZafSo9kLXOSaoTYi0o,0.048,Trap
Look Alive (feat. Drake),BlocBoy JB,"BlocBoy JB, Drake",4qKcDkK6siZ7Jp1Jb4m0aL,181263,Look Alive (feat. Drake),2018,0.00104,https://api.spotify.com/v1/audio-analysis/4qKcDkK6siZ7Jp1Jb4m0aL,0.922,181263,0.581,5.86e-05,10,0.105,-7.495,1,0.27,140.022,4,https://api.spotify.com/v1/tracks/4qKcDkK6siZ7Jp1Jb4m0aL,audio_features,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,0.595,Trap
Trap Muzik,T.I.,T.I.,5Rkbnhwkb6oiqq1HQcXirN,347506,Rubber Band Man,2003,0.141,https://api.spotify.com/v1/audio-analysis/5Rkbnhwkb6oiqq1HQcXirN,0.601,347507,0.768,0.0,8,0.482,-5.712,1,0.386,152.45,4,https://api.spotify.com/v1/tracks/5Rkbnhwkb6oiqq1HQcXirN,audio_features,spotify:track:5Rkbnhwkb6oiqq1HQcXirN,0.634,Trap
Hardaway,Derez Deshon,Derez Deshon,4hxfqUojJ5u9SyAjiXevmy,236032,Hardaway,2017,0.118,https://api.spotify.com/v1/audio-analysis/4hxfqUojJ5u9SyAjiXevmy,0.537,236032,0.518,0.0,1,0.146,-5.987,1,0.188,132.527,4,https://api.spotify.com/v1/tracks/4hxfqUojJ5u9SyAjiXevmy,audio_features,spotify:track:4hxfqUojJ5u9SyAjiXevmy,0.427,Trap
AI YoungBoy,YoungBoy Never Broke Again,YoungBoy Never Broke Again,57IRaiAB4hBZu3gnNVZC0v,160000,No Smoke,2017,0.113,https://api.spotify.com/v1/audio-analysis/57IRaiAB4hBZu3gnNVZC0v,0.658,160000,0.736,0.0,9,0.0978,-6.097,0,0.308,143.966,4,https://api.spotify.com/v1/tracks/57IRaiAB4hBZu3gnNVZC0v,audio_features,spotify:track:57IRaiAB4hBZu3gnNVZC0v,0.804,Trap
Harder Than Hard,Lil Baby,Lil Baby,7CEJH5Ed7FBbXF6CqBQPlJ,215423,My Dawg,2017,0.0424,https://api.spotify.com/v1/audio-analysis/7CEJH5Ed7FBbXF6CqBQPlJ,0.942,215423,0.559,0.0,10,0.0938,-6.406,0,0.0638,133.01,4,https://api.spotify.com/v1/tracks/7CEJH5Ed7FBbXF6CqBQPlJ,audio_features,spotify:track:7CEJH5Ed7FBbXF6CqBQPlJ,0.582,Trap
#SantanaWorld (+),Tay-K,"Tay-K, 21 Savage, Young Nudy",7d19457woBxmPRCq255YqM,211875,The Race - Remix,2017,0.00619,https://api.spotify.com/v1/audio-analysis/7d19457woBxmPRCq255YqM,0.75,211875,0.548,0.0,9,0.156,-6.288,1,0.358,160.084,4,https://api.spotify.com/v1/tracks/7d19457woBxmPRCq255YqM,audio_features,spotify:track:7d19457woBxmPRCq255YqM,0.377,Trap
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,"Trippie Redd, Travis Scott",3YeJXuRSNS5FYwOsDu44kD,256162,Dark Knight Dummo (Feat. Travis Scott),2017,0.15,https://api.spotify.com/v1/audio-analysis/3YeJXuRSNS5FYwOsDu44kD,0.379,256163,0.824,0.0,8,0.138,-2.881,0,0.0975,121.056,4,https://api.spotify.com/v1/tracks/3YeJXuRSNS5FYwOsDu44kD,audio_features,spotify:track:3YeJXuRSNS5FYwOsDu44kD,0.226,Trap
2 Federal,Moneybagg Yo,"Moneybagg Yo, Yo Gotti",6opC9QRzTviOM6y7hYhKh6,204541,Doin 2 Much,2016,0.0649,https://api.spotify.com/v1/audio-analysis/6opC9QRzTviOM6y7hYhKh6,0.832,204542,0.625,0.0,8,0.105,-5.999,0,0.281,130.038,4,https://api.spotify.com/v1/tracks/6opC9QRzTviOM6y7hYhKh6,audio_features,spotify:track:6opC9QRzTviOM6y7hYhKh6,0.574,Trap
Based On A T.R.U. Story (Deluxe),2 Chainz,"2 Chainz, Drake",6j9iyrrmqWlQZ5SD1hSTaq,237826,No Lie,2012,0.0165,https://api.spotify.com/v1/audio-analysis/6j9iyrrmqWlQZ5SD1hSTaq,0.651,237827,0.652,0.0,2,0.387,-5.977,1,0.181,131.089,4,https://api.spotify.com/v1/tracks/6j9iyrrmqWlQZ5SD1hSTaq,audio_features,spotify:track:6j9iyrrmqWlQZ5SD1hSTaq,0.626,Trap
Versace (feat. Drake) [Remix] - Single,Migos,"Migos, Drake",0XGLsSU6wtfnKXiMNvQr61,246047,Versace (Remix),2015,0.0218,https://api.spotify.com/v1/audio-analysis/0XGLsSU6wtfnKXiMNvQr61,0.845,246047,0.705,0.0,6,0.339,-4.271,0,0.243,132.05,4,https://api.spotify.com/v1/tracks/0XGLsSU6wtfnKXiMNvQr61,audio_features,spotify:track:0XGLsSU6wtfnKXiMNvQr61,0.334,Trap
Issa Album,21 Savage,21 Savage,2fQrGHiQOvpL9UgPvtYy6G,220306,Bank Account,2017,0.0151,https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G,0.884,220307,0.346,7.04e-06,8,0.0871,-8.228,0,0.351,75.016,4,https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G,audio_features,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,0.376,Trap
Rubba Band Business,Juicy J,"Juicy J, Wiz Khalifa, Ty Dolla $ign",5HmhfuQOiPFowUEjN6ytZk,195346,Ain't Nothing,2017,0.0031,https://api.spotify.com/v1/audio-analysis/5HmhfuQOiPFowUEjN6ytZk,0.769,195347,0.601,0.0,1,0.272,-8.402,1,0.171,168.996,4,https://api.spotify.com/v1/tracks/5HmhfuQOiPFowUEjN6ytZk,audio_features,spotify:track:5HmhfuQOiPFowUEjN6ytZk,0.448,Trap
Most Known Unknown (New Package-Explicit),Three 6 Mafia,"Three 6 Mafia, Paula Campbell",17ZCxegdCt1y0reBkHVmMB,169186,Hard Out Here for a Pimp,2006,0.022,https://api.spotify.com/v1/audio-analysis/17ZCxegdCt1y0reBkHVmMB,0.85,169187,0.705,0.000939,0,0.0721,-7.537,1,0.0616,160.961,4,https://api.spotify.com/v1/tracks/17ZCxegdCt1y0reBkHVmMB,audio_features,spotify:track:17ZCxegdCt1y0reBkHVmMB,0.839,Trap
Honest,Future,Future,0pT1DW5RUHelpBMyEgWwaU,289786,Sh!t,2014,0.0234,https://api.spotify.com/v1/audio-analysis/0pT1DW5RUHelpBMyEgWwaU,0.935,289787,0.544,0.0,2,0.215,-6.504,1,0.113,105.99,4,https://api.spotify.com/v1/tracks/0pT1DW5RUHelpBMyEgWwaU,audio_features,spotify:track:0pT1DW5RUHelpBMyEgWwaU,0.159,Trap
DAMN.,Kendrick Lamar,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,177000,HUMBLE.,2017,0.000259,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,0.904,177000,0.611,2.03e-05,1,0.0976,-6.842,0,0.0888,150.02,4,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,audio_features,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.4,Trap
Tha Carter III,Lil Wayne,Lil Wayne,6ScJMrlpiLfZUGtWp4QIVt,221840,A Milli,2008,0.0527,https://api.spotify.com/v1/audio-analysis/6ScJMrlpiLfZUGtWp4QIVt,0.679,221840,0.684,0.000895,6,0.177,-8.559,1,0.278,151.748,4,https://api.spotify.com/v1/tracks/6ScJMrlpiLfZUGtWp4QIVt,audio_features,spotify:track:6ScJMrlpiLfZUGtWp4QIVt,0.755,Trap
Culture II,Migos,"Migos, Nicki Minaj, Cardi B",4wFjTWCunQFKtukqrNijEt,303076,MotorSport,2018,0.0338,https://api.spotify.com/v1/audio-analysis/4wFjTWCunQFKtukqrNijEt,0.896,303077,0.515,0.0,2,0.317,-5.395,1,0.183,138.016,4,https://api.spotify.com/v1/tracks/4wFjTWCunQFKtukqrNijEt,audio_features,spotify:track:4wFjTWCunQFKtukqrNijEt,0.174,Trap
Teflon Don,Rick Ross,"Rick Ross, Styles P",35QGdv6aFbIaLM0Ozr3rHt,250306,B.M.F. (Blowin' Money Fast),2010,0.017,https://api.spotify.com/v1/audio-analysis/35QGdv6aFbIaLM0Ozr3rHt,0.743,250307,0.86,0.0,2,0.22,-4.396,1,0.0549,139.967,4,https://api.spotify.com/v1/tracks/35QGdv6aFbIaLM0Ozr3rHt,audio_features,spotify:track:35QGdv6aFbIaLM0Ozr3rHt,0.333,Trap
EPIC AF,Big Boi,"Big Boi, Killer Mike, Jeezy",5Xi18M1ez4qKWslRjKnqu7,266856,Kill Jill,2017,0.205,https://api.spotify.com/v1/audio-analysis/5Xi18M1ez4qKWslRjKnqu7,0.771,266857,0.527,0.0,7,0.0978,-6.798,0,0.232,139.934,4,https://api.spotify.com/v1/tracks/5Xi18M1ez4qKWslRjKnqu7,audio_features,spotify:track:5Xi18M1ez4qKWslRjKnqu7,0.113,Trap
EPIC AF,Travis Scott,Travis Scott,3BlhdHc9iqLjuEv8aPhymC,191773,Butterfly Effect,2017,0.0249,https://api.spotify.com/v1/audio-analysis/3BlhdHc9iqLjuEv8aPhymC,0.814,191773,0.522,0.0,1,0.111,-7.946,0,0.0715,141.012,4,https://api.spotify.com/v1/tracks/3BlhdHc9iqLjuEv8aPhymC,audio_features,spotify:track:3BlhdHc9iqLjuEv8aPhymC,0.153,Trap
